"id","name","url","address","facility_type","license_type","capacity","ages"
2471,"Winwood Children\'s Center V","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31523;search_require_client_code-2106=1;search_require_client_code-2101=1","42851 Smallwood TerraceSOUTH RIDING, VA  20152","Child Day Center","Two Year","168","1 month-12 years11 months"
2472,"Winwood Children\'s Center VIII","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36267;search_require_client_code-2106=1;search_require_client_code-2101=1","42780 Creighton RoadASHBURN, VA  20148","Child Day Center","Two Year","191","1 month-12 years11 months"
2473,"Winwood Children\'s Center- 856","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32601;search_require_client_code-2106=1;search_require_client_code-2101=1","18792 Upper Meadow DriveLANSDOWNE, VA  20176","Child Day Center","Two Year","194","1 month-10 years11 months"
2474,"Wise Head Start Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14505;search_require_client_code-2106=1;search_require_client_code-2101=1","1 College Ave.WISE, VA  24293","Child Day Center","Two Year","25","2 years6 months-5 years11 months"
2475,"Wiz Kidz Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37963;search_require_client_code-2106=1;search_require_client_code-2101=1","15 Holly Hill DrivePETERSBURG, VA  23805","Child Day Center","Two Year","70","1 year4 months-12 years11 months"
2476,"Wonder Land Enrichment Center, Inc.","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=30311;search_require_client_code-2106=1;search_require_client_code-2101=1","81 Quicks Mill RoadVERONA, VA  24482","Child Day Center","Two Year","100","1 month-12 years11 months"
2477,"Wonderful Virginia Academy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34725;search_require_client_code-2106=1;search_require_client_code-2101=1","13420 Minnieville RoadWOODBRIDGE, VA  22192-4104","Child Day Center","Two Year","141","1 month-12 years11 months"
2478,"Woodbridge Play-Care","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=33277;search_require_client_code-2106=1;search_require_client_code-2101=1","1431 F StreetWOODBRIDGE, VA  22191-1645","Child Day Center","Two Year","48","1 year4 months-12 years11 months"
2479,"Woodbrook Elementary EDEP","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42158;search_require_client_code-2106=1;search_require_client_code-2101=1","100 Woodbrook DriveCHARLOTTESVILLE, VA  22901","Child Day Center","Two Year","50","4 years-11 years11 months"
2480,"Woodlake Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9837;search_require_client_code-2106=1;search_require_client_code-2101=1","14750 Meyer  Cove DriveMIDLOTHIAN, VA  23112","Child Day Center","Two Year","395","1 month-12 years11 months"
2481,"Woodland Montessori School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32765;search_require_client_code-2106=1;search_require_client_code-2101=1","1350 Peach Grove AvenueHARRISONBURG, VA  22801","Child Day Center","Two Year","60","2 years4 months-12 years11 months"
2482,"Woods Creek Montessori","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16694;search_require_client_code-2106=1;search_require_client_code-2101=1","2 Dold PlaceLEXINGTON, VA  24450","Child Day Center","Two Year","75","1 year-11 years11 months"
2483,"Woodville Day Nursery","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=33326;search_require_client_code-2106=1;search_require_client_code-2101=1","2012 Selden StreetRICHMOND, VA  23223","Child Day Center","Two Year","75","2 years-12 years11 months"
2484,"Worldgate Sport and Health Club","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35414;search_require_client_code-2106=1;search_require_client_code-2101=1","13037 Worldgate DriveHERNDON, VA  20171","Short Term Child Day Center","Two Year","60","4 years-12 years11 months"
2485,"Wytheville Child Development Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39030;search_require_client_code-2106=1;search_require_client_code-2101=1","333 Community Blvd.WYTHEVILLE, VA  24382","Child Day Center","Two Year","94","Birth-12 years11 months"
2486,"Y After School at Lincoln Terrace","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42421;search_require_client_code-2106=1;search_require_client_code-2101=1","1802 Liberty RoadROANOKE, VA  24012","Child Day Center","Two Year","70","4 years-12 years11 months"
2487,"Y Learning Center - Central Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41923;search_require_client_code-2106=1;search_require_client_code-2101=1","85 Central RoadLEXINGTON, VA  24450","Child Day Center","Conditional","100","1 month-12 years11 months"
2488,"Y Learning Center - Waddell Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42439;search_require_client_code-2106=1;search_require_client_code-2101=1","100 Pendleton PlaceLEXINGTON, VA  24450","Child Day Center","Conditional","100","4 years-12 years11 months"
2489,"Y-ME Child Care Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40904;search_require_client_code-2106=1;search_require_client_code-2101=1","3200 Dill AvenueRICHMOND, VA  23222","Child Day Center","Two Year","22","2 years-12 years11 months"
2490,"YMCA  After School Program at Grassfield Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=27680;search_require_client_code-2106=1;search_require_client_code-2101=1","2248 Averill DriveCHESAPEAKE, VA  23323","Child Day Center","Two Year","125","4 years11 months-12 years11 months"
2491,"YMCA -  Goochland","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31122;search_require_client_code-2106=1;search_require_client_code-2101=1","1800 Dickinson RoadGOOCHLAND, VA  23063","Child Day Center","Two Year","80","4 years9 months-12 years11 months"
2492,"YMCA - Adams","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35775;search_require_client_code-2106=1;search_require_client_code-2101=1","600 S. Laburnum AvenueRICHMOND, VA  23223","Child Day Center","Two Year","50","4 years9 months-12 years11 months"
2493,"YMCA - Bellwood Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25133;search_require_client_code-2106=1;search_require_client_code-2101=1","9536 Dawnshire RoadRICHMOND, VA  23237","Child Day Center","Two Year","100","4 years9 months-12 years11 months"
2494,"YMCA - Bensley Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10974;search_require_client_code-2106=1;search_require_client_code-2101=1","6600 Strathmore RoadRICHMOND, VA  23237","Child Day Center","Two Year","136","4 years9 months-12 years11 months"
2495,"YMCA - Chickahominy","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11373;search_require_client_code-2106=1;search_require_client_code-2101=1","5401 Whiteside RoadSANDSTON, VA  23150","Child Day Center","Two Year","120","4 years9 months-12 years11 months"
2496,"YMCA - Colonial Trail","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34067;search_require_client_code-2106=1;search_require_client_code-2101=1","12101 Bacova DriveGLEN ALLEN, VA  23059","Child Day Center","Two Year","50","4 years9 months-12 years11 months"
2497,"YMCA - Crenshaw","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40164;search_require_client_code-2106=1;search_require_client_code-2101=1","11901 Bailey Bridge RoadMIDLOTHIAN, VA  23112","Child Day Center","Two Year","25","4 years9 months-12 years11 months"
2498,"YMCA - Crestview","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=18837;search_require_client_code-2106=1;search_require_client_code-2101=1","1901 Charles StreetHENRICO, VA  23226","Child Day Center","Two Year","75","4 years9 months-12 years11 months"
2499,"YMCA - Crestwood","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10170;search_require_client_code-2106=1;search_require_client_code-2101=1","7600 Whittington DriveRICHMOND, VA  23225","Child Day Center","Two Year","75","4 years9 months-12 years11 months"
2500,"YMCA - Downtown","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24902;search_require_client_code-2106=1;search_require_client_code-2101=1","2 West Franklin StreetRICHMOND, VA  23220","Child Day Center","Two Year","90","4 years9 months-12 years11 months"
2501,"YMCA - Echo Lake","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23094;search_require_client_code-2106=1;search_require_client_code-2101=1","5200 Francistown RoadGLEN ALLEN, VA  23060","Child Day Center","Two Year","85","4 years9 months-12 years11 months"
2502,"YMCA - Flat Rock Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35471;search_require_client_code-2106=1;search_require_client_code-2101=1","2210 Batterson RoadPOWHATAN, VA  23139","Child Day Center","Two Year","75","4 years9 months-12 years11 months"
2503,"YMCA - Gayton","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=20806;search_require_client_code-2106=1;search_require_client_code-2101=1","12481 Church RoadHENRICO, VA  23233","Child Day Center","Two Year","75","4 years11 months-12 years11 months"
2504,"YMCA - Highland Springs Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37752;search_require_client_code-2106=1;search_require_client_code-2101=1","600 Pleasant StreetHIGHLAND SPRINGS, VA  23075","Child Day Center","Two Year","50","4 years9 months-12 years11 months"
2505,"YMCA - Holton Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=23093;search_require_client_code-2106=1;search_require_client_code-2101=1","1600 W. Laburnam AvenueRICHMOND, VA  23227","Child Day Center","Two Year","75","4 years9 months-12 years11 months"
2506,"YMCA - Jackson Davis Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43897;search_require_client_code-2106=1;search_require_client_code-2101=1","8801 Nesslewood DriveRICHMOND, VA  23229","Child Day Center","Conditional","100","4 years9 months-12 years11 months"
2507,"YMCA - Manchester","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9254;search_require_client_code-2106=1;search_require_client_code-2101=1","7540 Hull Street RoadRICHMOND, VA  23235","Child Day Center","Two Year","195","4 years9 months-12 years11 months"
2508,"YMCA - Marguerite Christian","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35952;search_require_client_code-2106=1;search_require_client_code-2101=1","14801 Woods Edge RoadCOLONIAL HEIGHTS, VA  23834","Child Day Center","Two Year","75","4 years9 months-12 years11 months"
2509,"YMCA - Maybeury","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39144;search_require_client_code-2106=1;search_require_client_code-2101=1","901 Maybeury DriveHENRICO, VA  23229","Child Day Center","Two Year","75","4 years8 months-12 years11 months"
2510,"YMCA - Mehfoud Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31734;search_require_client_code-2106=1;search_require_client_code-2101=1","8320 Buffin RoadRICHMOND, VA  23231","Child Day Center","Two Year","50","4 years9 months-12 years11 months"
2511,"YMCA - Midlothian","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17843;search_require_client_code-2106=1;search_require_client_code-2101=1","737 Coalfield RoadMIDLOTHIAN, VA  23114","Child Day Center","Provisional","262","4 years9 months-12 years11 months"
2512,"YMCA - Northside","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9308;search_require_client_code-2106=1;search_require_client_code-2101=1","4207 Old Brook RoadRICHMOND, VA  23227","Child Day Center","Two Year","125","5 years-12 years11 months"
2513,"YMCA - Oak Grove","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41426;search_require_client_code-2106=1;search_require_client_code-2101=1","2409 Webber AvenueRICHMOND, VA  23224","Child Day Center","Two Year","150","4 years8 months-12 years11 months"
2514,"YMCA - Patrick Henry","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24960;search_require_client_code-2106=1;search_require_client_code-2101=1","217 Ashcake RoadASHLAND, VA  23005","Child Day Center","Two Year","270","4 years8 months-12 years11 months"
2515,"YMCA - Petersburg","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14978;search_require_client_code-2106=1;search_require_client_code-2101=1","120 North Madison StreetPETERSBURG, VA  23803","Child Day Center","Two Year","150","4 years9 months-12 years11 months"
2516,"YMCA - Powhatan","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=19624;search_require_client_code-2106=1;search_require_client_code-2101=1","4111 Old Buckingham RoadPOWHATAN, VA  23139","Child Day Center","Two Year","75","4 years9 months-12 years11 months"
2517,"YMCA - Rivers Edge","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31521;search_require_client_code-2106=1;search_require_client_code-2101=1","11600 Holman Ridge RoadGLEN ALLEN, VA  23059","Child Day Center","Two Year","60","4 years9 months-12 years11 months"
2518,"YMCA - Shady Grove","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=21808;search_require_client_code-2106=1;search_require_client_code-2101=1","11255 Nuckols RoadGLEN ALLEN, VA  23059","Child Day Center","Two Year","324","2 years-12 years11 months"
2519,"YMCA - South Anna Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=13168;search_require_client_code-2106=1;search_require_client_code-2101=1","13122 Walton\'s Tavern RoadMONTPELIER, VA  23192","Child Day Center","Two Year","75","4 years8 months-12 years11 months"
2520,"YMCA - Tuckahoe","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=9422;search_require_client_code-2106=1;search_require_client_code-2101=1","9211 Patterson AvenueHENRICO, VA  23229","Child Day Center","Two Year","320","4 years9 months-12 years11 months"
2521,"YMCA - Walnut Hill","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=19785;search_require_client_code-2106=1;search_require_client_code-2101=1","300 South BoulevardPETERSBURG, VA  23805","Child Day Center","Two Year","125","4 years9 months-12 years11 months"
2522,"YMCA - Woodville Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38670;search_require_client_code-2106=1;search_require_client_code-2101=1","2000 North 28th StreetRICHMOND, VA  23223","Child Day Center","Two Year","125","4 years9 months-12 years11 months"
2523,"YMCA After School - Axton Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29987;search_require_client_code-2106=1;search_require_client_code-2101=1","1500 Axton Middle School RoadAXTON, VA  24054","Child Day Center","Two Year","50","4 years-12 years11 months"
2524,"YMCA After School Care - Mt. Olivet Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=24413;search_require_client_code-2106=1;search_require_client_code-2101=1","255 Lancer LaneMARTINSVILLE, VA  24112","Child Day Center","Two Year","70","4 years-12 years11 months"
2525,"YMCA After School Program - Drewry Mason","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35453;search_require_client_code-2106=1;search_require_client_code-2101=1","45 Drewry Mason School RoadRIDGEWAY, VA  24148","Child Day Center","Two Year","85","4 years-12 years11 months"
2526,"YMCA Arlington at Oakridge Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16040;search_require_client_code-2106=1;search_require_client_code-2101=1","1414 S. 24th StreetARLINGTON, VA  22202","Short Term Child Day Center","Two Year","200","5 years-12 years11 months"
2527,"YMCA Arlington at Westover Baptist Church","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41386;search_require_client_code-2106=1;search_require_client_code-2101=1","1125 Patrick Henry DriveARLINGTON, VA  22205","Child Day Center","Two Year","70","5 years-12 years11 months"
2528,"YMCA Camp Red Feather","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=31217;search_require_client_code-2106=1;search_require_client_code-2101=1","1584 Wesleyan DriveNORFOLK, VA  23502","Short Term Child Day Center","Two Year","500","5 years-12 years11 months"
2529,"YMCA Camp Thunderbird","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=13438;search_require_client_code-2106=1;search_require_client_code-2101=1","9300 Shawonodasee RoadCHESTERFIELD, VA  23832","Child Day Center","Two Year","390","4 years9 months-12 years11 months"
2530,"YMCA Child Care - Amelon Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11685;search_require_client_code-2106=1;search_require_client_code-2101=1","132 Amer CourtMADISON HEIGHTS, VA  24572","Child Day Center","Two Year","200","5 years-12 years11 months"
2531,"YMCA Child Care - Appomattox","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=16049;search_require_client_code-2106=1;search_require_client_code-2101=1","185 Learning LaneAPPOMATTOX, VA  24522","Child Day Center","Two Year","50","5 years-12 years11 months"
2532,"YMCA Child Care - Rockfish River Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34401;search_require_client_code-2106=1;search_require_client_code-2101=1","200 Chapel Hollow RoadAFTON, VA  22920","Child Day Center","Two Year","100","5 years-12 years11 months"
2533,"YMCA Child Care - Sheffield","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=30973;search_require_client_code-2106=1;search_require_client_code-2101=1","115 Kenwood PlaceSheffield Elementary SchoolLYNCHBURG, VA  24502","Child Day Center","Two Year","159","5 years-12 years11 months"
2534,"YMCA Child Care - Tye River Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34400;search_require_client_code-2106=1;search_require_client_code-2101=1","5198 Thomas Nelson HighwayARRINGTON, VA  22922","Child Day Center","Two Year","100","5 years-12 years11 months"
2535,"YMCA Child Care -Linkhorne Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11924;search_require_client_code-2106=1;search_require_client_code-2101=1","2501 Linkhorne DriveLinkhorne Elementary SchoolLYNCHBURG, VA  24503","Child Day Center","Two Year","50","5 years-12 years11 months"
2536,"YMCA Child Care @ Salem YMCA Family Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15761;search_require_client_code-2106=1;search_require_client_code-2101=1","2029 Salem RoadVIRGINIA BEACH, VA  23456","Child Day Center","Two Year","103","3 years-12 years11 months"
2537,"YMCA Child Care @ Taylor Bend YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=38953;search_require_client_code-2106=1;search_require_client_code-2101=1","4626 Taylor RoadCHESAPEAKE, VA  23321","Child Day Center","Two Year","150","3 years-12 years11 months"
2538,"YMCA Child Care Bedford Hills Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10797;search_require_client_code-2106=1;search_require_client_code-2101=1","4330 Morningside DriveBedford Hills Elementary SchoolLYNCHBURG, VA  24503","Child Day Center","Two Year","50","5 years-12 years11 months"
2539,"YMCA Child Care Elon Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11925;search_require_client_code-2106=1;search_require_client_code-2101=1","147 Younger DriveElon Elementary SchoolMADISON HEIGHTS, VA  24572","Child Day Center","Two Year","25","5 years-12 years11 months"
2540,"YMCA Child Care Madison Heights Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=14145;search_require_client_code-2106=1;search_require_client_code-2101=1","287 Learning LaneMadison Heights Elementary SchoolMADISON HEIGHTS, VA  24572","Child Day Center","Two Year","100","5 years-12 years11 months"
2541,"YMCA Child Care Temperance Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=43701;search_require_client_code-2106=1;search_require_client_code-2101=1","1981 Lowesville RdAMHERST, VA  24521","Child Day Center","Two Year","49","5 years-12 years11 months"
2542,"YMCA Child Care-Amherst Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11683;search_require_client_code-2106=1;search_require_client_code-2101=1","156 Davis StreetAmherst Elementary SchoolAMHERST, VA  24521","Child Day Center","Two Year","50","5 years-12 years11 months"
2543,"YMCA Child Care-Perrymont","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=10796;search_require_client_code-2106=1;search_require_client_code-2101=1","409 Perrymont  AvenuePerrymont Elementary SchoolLYNCHBURG, VA  24501","Child Day Center","Two Year","50","5 years-12 years11 months"
2544,"YMCA Child Care-Sandusky","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=17138;search_require_client_code-2106=1;search_require_client_code-2101=1","5828 Apache LaneSandusky Elementary SchoolLYNCHBURG, VA  24502","Child Day Center","Two Year","50","4 years-12 years11 months"
2545,"YMCA Childcare - Jamerson YMCA","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40713;search_require_client_code-2106=1;search_require_client_code-2101=1","801 Wyndhurst DriveLYNCHBURG, VA  24502","Child Day Center","Two Year","150","5 years-12 years11 months"
2546,"YMCA Childcare @ Windy Gap Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=36609;search_require_client_code-2106=1;search_require_client_code-2101=1","465 Truman Hill RoadHARDY, VA  24101","Child Day Center","Two Year","50","4 years-12 years11 months"
2547,"YMCA Childcare R S Payne","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=44296;search_require_client_code-2106=1;search_require_client_code-2101=1","1201 Floyd StreetLYNCHBURG, VA  24504","Child Day Center","Conditional","120","5 years-12 years11 months"
2548,"YMCA Early Learning Center","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42894;search_require_client_code-2106=1;search_require_client_code-2101=1","2703 Daniels Creek RoadCOLLINSVILLE, VA  24078","Child Day Center","Two Year","70","2 years-5 years11 months"
2549,"YMCA Early Learning Center-Collinsville","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=15598;search_require_client_code-2106=1;search_require_client_code-2101=1","395 John Redd BoulevardCOLLINSVILLE, VA  24078","Child Day Center","Two Year","250","2 years-12 years11 months"
2550,"YMCA Ferrum Elementary After School Program at Ferrum Y","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40511;search_require_client_code-2106=1;search_require_client_code-2101=1","333 Wiley DriveFERRUM, VA  24088","Child Day Center","Two Year","50","4 years-12 years11 months"
2551,"YMCA Glade Hill Elementary After School Program","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40509;search_require_client_code-2106=1;search_require_client_code-2101=1","8081 Old Franklin TurnpikeGLADE HILL, VA  24092","Child Day Center","Two Year","50","4 years-12 years11 months"
2552,"YMCA Land of Wonder Preschool","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=22651;search_require_client_code-2106=1;search_require_client_code-2101=1","295 Technology DriveROCKY MOUNT, VA  24151","Child Day Center","Two Year","75","2 years-12 years11 months"
2553,"YMCA Loudoun County @ Potowmack Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39885;search_require_client_code-2106=1;search_require_client_code-2101=1","46465 Esterbrook CircleSTERLING, VA  20165","Child Day Center","Two Year","30","5 years-12 years11 months"
2554,"YMCA Loudoun County @ Rolling Ridge ES","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40970;search_require_client_code-2106=1;search_require_client_code-2101=1","500 E. Frederick DriveSTERLING, VA  20164","Child Day Center","Two Year","36","5 years-12 years11 months"
2555,"YMCA Loudoun County At Sterling Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=25149;search_require_client_code-2106=1;search_require_client_code-2101=1","200 West Church RoadSTERLING, VA  20164","Child Day Center","Two Year","100","5 years-12 years11 months"
2556,"YMCA Loudoun County at Buffalo Trail Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=37488;search_require_client_code-2106=1;search_require_client_code-2101=1","42190 Seven Hills DriveALDIE, VA  22105","Child Day Center","Two Year","65","5 years-12 years11 months"
2557,"YMCA Loudoun County at Cardinal Ridge ES","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40642;search_require_client_code-2106=1;search_require_client_code-2101=1","26155 Bull Run Post Office RoadCENTREVILLE, VA  20120","Child Day Center","Two Year","50","5 years-12 years11 months"
2558,"YMCA Loudoun County at Cedar Lane Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42264;search_require_client_code-2106=1;search_require_client_code-2101=1","43700 Tolamac DriveASHBURN, VA  20147","Child Day Center","Two Year","35","5 years-12 years11 months"
2559,"YMCA Loudoun County at Frederick Douglass Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=41353;search_require_client_code-2106=1;search_require_client_code-2101=1","510 Principal Drummond Way SELEESBURG, VA  20175","Child Day Center","Two Year","50","5 years-12 years11 months"
2560,"YMCA Loudoun County@J.L. Simpson Middle School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39669;search_require_client_code-2106=1;search_require_client_code-2101=1","490 Evergreen Mill Road SELEESBURG, VA  20175","Short Term Child Day Center","Two Year","160","5 years-12 years"
2561,"YMCA Metro - Lake Fairfax Park","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=29042;search_require_client_code-2106=1;search_require_client_code-2101=1","1400 Lake Fairfax DriveRESTON, VA  20190","Short Term Child Day Center","Two Year","400","5 years-12 years11 months"
2562,"YMCA Metro/Arlington at The Shelton","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=42349;search_require_client_code-2106=1;search_require_client_code-2101=1","3215 South 24th StreetARLINGTON, VA  22206","Child Day Center","Two Year","24","5 years-12 years11 months"
2563,"YMCA Portsmouth Youth Zone","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=11432;search_require_client_code-2106=1;search_require_client_code-2101=1","4900 High Street WestPORTSMOUTH, VA  23703","Child Day Center","Two Year","250","3 years-12 years11 months"
2564,"YMCA Rocky Mount Elementary Before and After School Program","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=40508;search_require_client_code-2106=1;search_require_client_code-2101=1","555 School Board RdROCKY MOUNT, VA  24151","Child Day Center","Two Year","75","4 years-12 years11 months"
2565,"YMCA SAC At  Widewater Elem School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32655;search_require_client_code-2106=1;search_require_client_code-2101=1","101 Den Rich RoadSTAFFORD, VA  22554","Child Day Center","Two Year","75","5 years-12 years11 months"
2566,"YMCA SAC at  Winding Creek Elem School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=32656;search_require_client_code-2106=1;search_require_client_code-2101=1","475 Winding Creek RoadSTAFFORD, VA  22554","Child Day Center","Two Year","100","5 years-12 years11 months"
2567,"YMCA SAC at Ferry Farm Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35359;search_require_client_code-2106=1;search_require_client_code-2101=1","20 Pendleton RoadFREDERICKSBURG, VA  22405","Child Day Center","Two Year","50","5 years-12 years11 months"
2568,"YMCA SAC at Parkridge Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35355;search_require_client_code-2106=1;search_require_client_code-2101=1","2000 Parkway BoulevardSTAFFORD, VA  22554","Child Day Center","Two Year","50","5 years-12 years11 months"
2569,"YMCA SACC  At Anne Moncure Elementary","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=35357;search_require_client_code-2106=1;search_require_client_code-2101=1","75 Moncure LaneSTAFFORD, VA  22556","Child Day Center","Two Year","50","5 years-12 years11 months"
2570,"YMCA SACC AT BOWLING GREEN ELEMENTARY","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=39875;search_require_client_code-2106=1;search_require_client_code-2101=1","17502 New Baltimore RoadMILFORD, VA  22514","Child Day Center","Two Year","50","4 years-12 years11 months"
2571,"YMCA SACC At Anthony Burns Elementary School","http://www.dss.virginia.gov/facility/search/cc2.cgi?rm=Details;ID=34170;search_require_client_code-2106=1;search_require_client_code-2101=1","60 Gallery RoadSTAFFORD, VA  22554-8839","Child Day Center","Two Year","75","5 years-12 years11 months"
